O*NET-SOC Code,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation Monitoring,Operation and Control,Operations Analysis,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing,major,minor,broad,detailed
43-4141.00,2.62,4.0,2.62,2.62,3.5,0.0,0.0,0.0,2.38,3.0,2.38,0.38,0.0,2.0,2.62,2.88,2.38,1.12,0.25,0.5,2.75,0.75,0.75,3.75,0.0,0.0,3.38,2.88,4.0,2.0,2.0,0.75,2.38,0.0,3.0,Office and Administrative Support Occupations,Information and Record Clerks,New Accounts Clerks,New Accounts Clerks
43-4151.00,3.12,3.38,2.62,2.62,4.0,0.0,0.88,0.0,1.88,2.5,1.88,0.75,1.88,1.25,2.88,2.38,3.25,1.75,0.88,1.88,3.0,0.5,1.75,3.38,0.0,0.12,3.25,2.75,3.38,2.25,2.38,0.0,2.25,0.0,3.12,Office and Administrative Support Occupations,Information and Record Clerks,Order Clerks,Order Clerks
43-4161.00,3.0,3.88,2.62,2.88,3.5,0.0,0.0,0.0,2.62,3.0,2.62,0.25,0.25,2.62,1.88,3.25,2.5,1.62,0.38,1.75,2.75,0.75,0.25,3.88,0.0,0.5,3.12,3.12,3.5,2.5,2.25,0.5,2.88,0.0,3.5,Office and Administrative Support Occupations,Information and Record Clerks,"Human Resources Assistants, Except Payroll and Timekeeping","Human Resources Assistants, Except Payroll and Timekeeping"
43-4171.00,2.38,3.38,2.75,2.75,3.12,0.0,0.0,0.0,2.38,2.12,2.38,0.88,0.5,2.12,2.12,2.5,2.5,0.38,0.0,0.25,2.62,0.38,1.25,3.25,0.0,0.0,3.12,2.88,3.0,2.12,2.0,0.5,2.75,0.38,3.12,Office and Administrative Support Occupations,Information and Record Clerks,Receptionists and Information Clerks,Receptionists and Information Clerks
43-4181.00,3.0,4.0,3.0,3.0,3.62,0.0,0.0,0.0,2.75,3.0,2.62,0.38,0.5,2.0,2.5,2.88,2.88,1.62,0.5,1.0,3.0,0.88,1.12,3.12,0.0,0.0,3.75,3.12,3.25,2.25,2.25,0.5,3.0,0.5,3.0,Office and Administrative Support Occupations,Information and Record Clerks,Reservation and Transportation Ticket Agents and Travel Clerks,Reservation and Transportation Ticket Agents and Travel Clerks
43-5011.00,2.88,3.12,3.0,3.12,3.62,0.0,0.0,0.0,2.5,2.88,2.12,0.38,1.12,2.5,2.62,3.12,3.12,1.12,0.0,1.25,2.75,0.25,2.0,3.25,0.0,0.0,3.12,3.0,3.38,2.38,2.5,0.25,3.0,0.75,3.0,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers",Cargo and Freight Agents,Cargo and Freight Agents
43-5011.01,3.12,3.38,3.12,3.25,3.38,0.0,0.0,0.0,2.75,3.12,3.0,2.38,2.0,2.62,3.0,3.25,3.38,1.5,0.0,1.0,3.25,0.75,0.38,3.25,0.0,0.0,3.25,3.12,3.38,3.12,3.12,0.62,3.25,0.0,3.25,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers",Cargo and Freight Agents,Cargo and Freight Agents
43-5021.00,2.25,2.62,2.5,2.5,2.62,1.0,0.12,0.0,1.88,2.25,2.0,1.12,1.0,1.75,2.0,2.25,2.12,2.12,2.0,1.0,2.38,0.0,1.88,2.88,0.12,0.12,2.62,2.5,2.5,2.0,1.88,0.88,3.0,1.62,2.5,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers",Couriers and Messengers,Couriers and Messengers
43-5031.00,3.0,4.0,3.12,3.5,4.0,0.25,0.12,0.0,3.0,2.88,2.88,1.25,1.5,2.62,2.0,3.38,2.75,2.38,2.25,2.25,3.25,1.12,1.62,3.5,0.12,1.0,3.25,3.5,3.62,2.5,2.12,0.75,2.88,1.75,3.12,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers",Dispatchers,"Police, Fire, and Ambulance Dispatchers"
43-5032.00,3.0,4.0,3.0,3.75,3.88,0.0,0.0,0.0,2.75,3.0,2.88,1.12,1.25,2.88,2.12,3.25,2.88,2.0,0.0,1.38,2.88,0.25,1.75,3.25,0.0,0.12,3.0,3.12,3.88,2.88,2.88,0.62,3.25,1.0,3.0,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers",Dispatchers,"Dispatchers, Except Police, Fire, and Ambulance"
43-5041.00,2.38,2.75,2.62,2.38,2.88,1.88,2.12,0.25,2.62,2.62,2.5,1.38,1.12,2.12,2.12,2.5,2.38,2.38,2.62,0.75,2.38,1.0,2.5,2.88,2.12,0.12,2.75,2.38,2.5,2.12,2.12,0.88,2.62,2.12,2.62,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers","Meter Readers, Utilities","Meter Readers, Utilities"
43-5051.00,2.38,3.25,2.5,2.12,3.5,0.0,0.38,0.0,1.62,2.38,2.0,1.62,1.12,1.88,2.62,2.5,1.88,2.25,0.62,1.0,2.5,0.75,2.38,3.0,0.0,0.0,3.12,2.38,3.0,1.88,1.12,0.0,2.5,1.75,3.0,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers",Postal Service Workers,Postal Service Clerks
43-5052.00,1.75,2.75,2.12,2.62,2.75,0.0,0.0,0.0,0.38,2.38,1.38,0.38,0.75,0.5,1.5,2.25,1.62,2.25,2.0,1.25,2.0,0.0,1.38,2.5,0.0,0.12,2.38,2.75,2.62,1.38,1.38,0.0,2.5,0.5,2.12,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers",Postal Service Workers,Postal Service Mail Carriers
43-5053.00,2.25,2.75,2.25,2.62,2.88,0.75,0.12,0.0,2.62,2.12,2.38,0.0,0.0,2.12,1.5,2.62,1.75,2.5,2.38,1.38,1.88,0.75,1.75,2.75,0.62,0.12,2.25,2.88,2.75,1.62,1.38,0.0,2.88,1.88,2.38,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers",Postal Service Workers,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
43-5061.00,2.88,3.75,3.0,3.12,3.88,0.0,0.12,0.0,2.5,3.0,2.5,1.88,2.12,2.38,2.5,3.5,2.88,1.75,1.0,1.75,3.0,0.62,2.12,4.0,0.0,0.25,2.88,2.88,3.38,2.75,2.12,0.75,3.25,0.88,3.12,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers","Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks"
43-5071.00,2.12,2.75,2.38,2.75,3.0,0.0,0.38,0.0,2.25,2.5,2.25,1.12,1.38,2.0,2.38,2.75,2.0,2.0,2.0,0.5,2.0,0.62,1.88,2.88,0.0,0.0,2.25,2.25,2.62,2.12,1.25,0.62,2.25,1.12,2.62,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers","Shipping, Receiving, and Traffic Clerks","Shipping, Receiving, and Traffic Clerks"
43-5081.01,2.62,3.12,2.38,2.38,2.88,0.12,0.0,0.0,1.75,2.38,1.12,0.12,1.25,1.75,2.12,2.38,2.12,0.5,0.75,1.38,2.12,0.12,0.88,2.38,0.0,0.0,2.38,2.38,2.75,1.25,0.88,0.12,2.38,0.12,1.88,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers",Stock Clerks and Order Fillers,Stock Clerks and Order Fillers
43-5081.02,2.12,2.38,2.25,2.25,2.0,0.0,0.25,0.0,1.62,2.25,1.5,0.25,0.62,2.0,0.88,2.38,2.12,1.5,1.38,1.0,1.88,0.25,0.25,2.5,0.0,0.0,2.12,2.25,2.5,0.88,0.5,0.0,2.12,0.0,2.25,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers",Stock Clerks and Order Fillers,Stock Clerks and Order Fillers
43-5081.03,2.38,2.88,2.88,3.0,3.25,0.75,0.25,0.0,1.0,2.62,0.25,0.75,2.12,1.38,2.0,2.62,2.75,1.0,1.75,0.75,3.38,0.0,1.25,2.5,0.38,0.12,2.88,2.5,2.88,1.75,1.25,0.25,2.88,0.25,2.0,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers",Stock Clerks and Order Fillers,Stock Clerks and Order Fillers
43-5081.04,1.5,2.38,1.5,2.62,2.38,0.0,0.0,0.0,0.5,1.75,0.38,0.12,0.75,0.75,2.0,1.88,1.75,0.38,0.62,0.38,2.0,0.12,0.25,2.62,0.0,0.0,2.25,2.38,2.0,0.38,0.12,0.0,2.25,0.0,2.38,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers",Stock Clerks and Order Fillers,Stock Clerks and Order Fillers
43-5111.00,2.75,3.0,2.5,3.0,3.12,0.12,0.62,0.0,2.38,2.5,2.5,0.38,0.25,2.5,2.62,3.0,2.0,1.25,0.25,0.5,2.25,1.25,2.5,3.25,0.0,0.5,2.62,2.62,2.88,2.38,1.75,0.0,2.62,0.38,3.12,Office and Administrative Support Occupations,"Material Recording, Scheduling, Dispatching, and Distributing Workers","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
43-6011.00,3.12,4.0,3.0,3.25,3.62,0.0,0.12,0.0,2.5,3.0,2.75,0.88,1.25,2.5,2.38,3.62,2.62,1.5,0.5,1.62,2.75,1.38,1.5,3.88,0.38,0.75,3.88,3.25,3.75,2.62,2.5,0.88,3.38,0.0,3.62,Office and Administrative Support Occupations,Secretaries and Administrative Assistants,Secretaries and Administrative Assistants,Executive Secretaries and Executive Administrative Assistants
43-6012.00,2.75,3.75,2.62,2.5,3.38,0.0,0.0,0.0,1.62,2.62,2.12,0.25,0.12,1.5,2.38,2.75,2.0,1.0,0.5,0.12,2.25,0.88,1.5,4.12,0.0,0.0,2.88,2.88,3.38,2.12,1.5,0.38,2.75,0.12,3.88,Office and Administrative Support Occupations,Secretaries and Administrative Assistants,Secretaries and Administrative Assistants,Legal Secretaries
43-6013.00,2.38,3.75,2.62,2.88,3.0,0.0,0.0,0.0,2.12,2.38,2.0,0.38,0.62,2.12,2.0,2.62,2.12,1.12,0.0,0.5,2.12,0.25,0.25,3.12,0.0,0.25,3.0,3.0,3.38,2.12,1.88,0.0,2.88,0.0,3.12,Office and Administrative Support Occupations,Secretaries and Administrative Assistants,Secretaries and Administrative Assistants,Medical Secretaries
43-6014.00,3.12,4.0,2.75,2.88,3.75,0.0,0.0,0.0,2.5,2.88,2.38,2.12,2.0,2.75,1.5,3.12,2.25,0.5,0.5,0.75,2.25,0.62,1.5,4.0,0.0,0.12,3.38,3.12,3.75,2.0,1.75,0.38,3.38,0.12,3.88,Office and Administrative Support Occupations,Secretaries and Administrative Assistants,Secretaries and Administrative Assistants,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
43-9011.00,3.5,3.38,3.25,3.25,3.62,0.88,0.88,0.38,3.5,3.12,3.25,1.5,2.62,2.88,2.38,4.0,2.62,3.75,3.25,1.75,2.62,2.5,3.38,3.75,0.75,1.5,3.12,2.75,3.25,3.25,3.25,1.5,3.25,3.62,3.25,Office and Administrative Support Occupations,Other Office and Administrative Support Workers,Computer Operators,Computer Operators
43-9021.00,2.12,3.25,2.5,2.12,3.12,0.0,0.88,0.12,2.62,2.62,2.38,0.75,0.88,2.38,2.12,2.38,1.88,1.75,0.5,0.12,1.88,1.25,1.25,3.62,0.0,0.0,2.12,2.62,3.0,2.12,1.62,0.5,2.88,0.0,2.75,Office and Administrative Support Occupations,Other Office and Administrative Support Workers,Data Entry and Information Processing Workers,Data Entry Keyers
43-9022.00,2.0,3.0,2.0,2.38,2.62,1.12,0.5,0.0,1.5,1.62,1.5,0.0,0.12,1.5,2.5,2.12,1.5,1.38,1.25,0.75,1.88,0.62,1.38,3.25,0.0,0.12,2.38,2.5,2.75,1.12,1.0,0.75,2.62,0.25,2.75,Office and Administrative Support Occupations,Other Office and Administrative Support Workers,Data Entry and Information Processing Workers,Word Processors and Typists
43-9031.00,3.25,3.62,3.5,3.5,3.75,1.88,2.62,0.38,3.5,3.38,3.25,1.62,1.88,2.62,2.38,3.5,2.75,2.38,2.38,3.0,3.25,3.12,2.88,4.12,2.0,0.0,3.12,3.25,3.62,2.88,2.62,1.75,3.62,2.25,3.62,Office and Administrative Support Occupations,Other Office and Administrative Support Workers,Desktop Publishers,Desktop Publishers
43-9041.01,2.38,3.88,2.62,2.5,3.25,0.0,0.12,0.0,2.0,2.62,2.0,0.38,0.0,1.25,2.62,2.25,2.12,0.0,0.12,0.25,2.5,1.0,0.75,3.75,0.0,0.0,2.88,2.75,3.75,1.5,1.25,0.0,2.5,0.0,3.12,Office and Administrative Support Occupations,Other Office and Administrative Support Workers,Insurance Claims and Policy Processing Clerks,Insurance Claims and Policy Processing Clerks
43-9041.02,2.88,3.88,2.75,2.75,3.5,0.0,0.0,0.0,1.88,3.25,1.75,2.12,1.5,2.0,3.0,2.75,2.25,1.38,0.12,0.5,2.38,0.88,1.0,3.5,0.0,0.12,3.12,2.5,3.5,2.12,1.5,0.0,2.62,0.0,3.0,Office and Administrative Support Occupations,Other Office and Administrative Support Workers,Insurance Claims and Policy Processing Clerks,Insurance Claims and Policy Processing Clerks
43-9051.00,2.12,2.75,2.0,2.62,2.62,0.62,0.25,0.12,1.88,2.5,2.12,0.62,0.88,1.75,1.75,2.75,1.38,2.5,2.75,0.12,2.0,0.5,2.0,2.88,0.5,0.0,1.88,2.62,2.62,1.5,1.25,0.0,2.62,1.0,2.75,Office and Administrative Support Occupations,Other Office and Administrative Support Workers,"Mail Clerks and Mail Machine Operators, Except Postal Service","Mail Clerks and Mail Machine Operators, Except Postal Service"
43-9061.00,2.5,3.62,2.12,2.75,3.0,0.0,0.12,0.0,2.5,2.12,2.12,1.38,1.62,2.25,2.25,2.62,2.25,1.88,0.62,0.12,2.25,0.5,0.5,3.62,0.0,0.0,3.0,2.75,3.38,1.88,1.38,0.5,2.75,0.12,3.12,Office and Administrative Support Occupations,Other Office and Administrative Support Workers,"Office Clerks, General","Office Clerks, General"
43-9071.00,2.5,2.88,2.62,2.75,2.75,2.62,2.38,0.38,2.38,2.75,2.25,1.88,1.88,2.38,2.25,2.88,2.12,3.12,2.75,1.12,2.38,0.75,2.75,2.62,2.38,0.0,2.62,2.25,2.5,2.25,2.38,0.75,2.88,2.5,2.5,Office and Administrative Support Occupations,Other Office and Administrative Support Workers,"Office Machine Operators, Except Computer","Office Machine Operators, Except Computer"
43-9081.00,2.25,3.0,2.25,2.5,3.12,0.0,0.0,0.0,1.5,2.12,1.25,0.0,0.0,1.25,0.88,2.5,1.25,0.12,0.0,0.62,1.38,0.12,1.25,4.12,0.0,0.38,1.38,2.38,3.12,0.88,0.88,0.12,2.88,0.0,3.5,Office and Administrative Support Occupations,Other Office and Administrative Support Workers,Proofreaders and Copy Markers,Proofreaders and Copy Markers
43-9111.00,3.75,3.62,3.5,2.62,3.75,0.0,0.12,0.0,2.62,2.88,2.75,0.0,0.0,2.12,4.75,3.0,2.5,1.75,0.5,1.38,2.5,3.88,1.38,3.88,0.0,2.5,2.5,2.5,3.62,2.38,2.62,0.75,2.62,0.0,3.62,Office and Administrative Support Occupations,Other Office and Administrative Support Workers,Statistical Assistants,Statistical Assistants
43-9111.01,3.88,3.62,3.38,3.0,3.75,0.38,0.25,0.0,3.25,3.5,2.88,1.0,1.0,2.38,3.88,3.5,2.75,2.5,0.25,2.12,2.88,3.0,2.25,4.25,0.38,3.38,2.88,3.0,3.62,3.5,3.5,2.0,3.0,0.38,3.75,Office and Administrative Support Occupations,Other Office and Administrative Support Workers,Statistical Assistants,Statistical Assistants
45-1011.05,3.0,3.75,3.75,3.75,3.62,2.88,2.88,0.0,3.0,3.12,3.0,2.38,3.0,3.88,2.62,4.0,3.0,3.62,3.88,2.88,3.62,0.0,3.12,3.75,2.88,0.62,3.0,3.25,3.62,3.38,3.5,1.25,3.88,3.0,3.0,"Farming, Fishing, and Forestry Occupations","Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-1011.06,3.75,3.75,3.38,4.0,3.88,2.38,2.12,0.0,3.38,3.75,3.38,3.38,3.38,4.0,3.12,4.12,3.38,3.12,2.88,2.88,3.62,0.5,3.38,4.0,2.0,2.75,2.62,3.75,4.0,3.5,3.38,1.25,4.0,2.25,3.88,"Farming, Fishing, and Forestry Occupations","Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-1011.07,3.0,3.62,3.12,3.62,3.12,2.75,1.88,0.12,3.0,3.5,3.0,3.12,3.0,3.62,2.88,3.62,3.12,3.25,3.12,2.75,3.12,0.62,3.0,3.62,2.75,2.12,2.88,3.5,3.5,3.0,3.0,0.38,3.38,2.88,3.0,"Farming, Fishing, and Forestry Occupations","Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-1011.08,3.75,3.62,3.38,3.75,3.62,2.38,2.5,0.0,3.38,3.5,3.62,3.5,3.12,3.88,3.0,4.12,3.38,2.5,2.62,2.38,3.62,0.75,3.38,3.75,2.38,3.0,3.25,3.75,3.75,3.12,3.25,1.0,3.75,2.5,3.75,"Farming, Fishing, and Forestry Occupations","Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-2011.00,3.38,3.62,3.25,3.0,4.0,0.0,0.12,0.0,2.88,3.38,3.0,0.75,1.0,2.25,2.75,4.12,2.75,3.38,2.38,1.38,2.88,0.5,3.88,4.0,0.0,2.75,2.88,2.75,3.88,3.25,3.25,0.75,2.88,1.5,3.62,"Farming, Fishing, and Forestry Occupations",Agricultural Workers,Agricultural Inspectors,Agricultural Inspectors
45-2021.00,2.38,2.88,2.5,2.62,3.25,0.0,0.25,0.0,1.88,2.75,2.12,1.75,1.75,2.12,2.25,2.88,1.88,2.5,2.62,1.75,2.75,0.75,2.88,2.88,0.0,3.38,2.38,2.38,2.5,2.25,1.62,0.62,2.75,1.75,2.75,"Farming, Fishing, and Forestry Occupations",Agricultural Workers,Animal Breeders,Animal Breeders
45-2041.00,1.12,2.38,1.5,2.62,2.38,0.0,0.25,0.0,0.0,1.62,0.12,0.0,0.0,0.0,0.12,2.25,1.25,0.25,0.5,0.0,1.5,0.0,0.38,1.38,0.0,0.25,1.38,1.88,2.25,1.12,0.0,0.0,1.75,0.0,1.12,"Farming, Fishing, and Forestry Occupations",Agricultural Workers,"Graders and Sorters, Agricultural Products","Graders and Sorters, Agricultural Products"
45-2091.00,1.88,3.0,2.38,2.5,2.88,3.12,1.75,0.38,1.88,2.0,0.25,0.0,0.25,1.88,0.25,2.38,1.38,3.5,3.75,0.5,1.75,0.0,2.88,2.0,3.0,1.12,1.12,2.38,2.62,1.0,1.0,0.25,1.88,3.0,1.75,"Farming, Fishing, and Forestry Occupations",Agricultural Workers,Miscellaneous Agricultural Workers,Agricultural Equipment Operators
45-2092.01,2.25,2.75,2.38,2.75,2.5,1.0,1.25,0.0,2.5,2.62,2.12,1.12,1.62,2.25,1.88,2.62,2.0,2.5,2.62,0.12,2.5,0.0,2.12,2.5,1.0,0.88,2.5,2.25,2.38,1.75,1.38,0.0,2.38,1.88,2.38,"Farming, Fishing, and Forestry Occupations",Agricultural Workers,Miscellaneous Agricultural Workers,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
45-2092.02,2.38,2.5,2.5,3.0,2.75,2.75,2.25,0.25,2.5,2.5,2.38,0.0,0.62,2.75,0.62,3.0,1.88,3.0,3.0,0.5,2.25,0.0,2.25,2.0,2.75,0.62,1.88,2.25,2.38,0.38,0.12,0.0,2.5,2.38,2.12,"Farming, Fishing, and Forestry Occupations",Agricultural Workers,Miscellaneous Agricultural Workers,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
45-2093.00,2.38,2.62,2.38,3.12,2.88,2.5,2.38,0.12,2.62,2.75,2.38,0.62,1.0,2.25,1.62,3.0,1.75,3.12,3.12,0.25,2.25,0.0,2.75,2.62,2.62,1.38,2.38,2.38,2.62,1.62,1.88,0.5,2.62,2.5,2.75,"Farming, Fishing, and Forestry Occupations",Agricultural Workers,Miscellaneous Agricultural Workers,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
45-3011.00,2.5,2.38,2.62,3.0,3.0,2.5,2.25,0.38,2.5,2.62,2.5,1.62,1.38,3.25,1.62,3.12,3.12,3.0,3.12,1.0,2.38,0.0,2.5,2.62,2.88,1.12,2.25,2.5,2.88,1.0,1.62,0.0,2.62,2.5,2.38,"Farming, Fishing, and Forestry Occupations",Fishing and Hunting Workers,Fishers and Related Fishing Workers,Fishers and Related Fishing Workers
45-3021.00,2.25,2.75,2.88,2.5,2.88,2.62,2.38,0.5,2.0,2.62,1.75,0.62,1.12,1.88,0.75,3.0,1.75,2.38,2.75,1.75,1.88,0.0,2.75,2.5,2.5,1.62,2.12,2.12,2.62,2.0,1.62,0.75,2.5,2.5,1.88,"Farming, Fishing, and Forestry Occupations",Fishing and Hunting Workers,Hunters and Trappers,Hunters and Trappers
45-4011.00,2.62,2.88,2.75,3.38,3.12,2.0,2.12,0.0,2.5,2.88,2.62,1.38,1.75,2.38,2.12,3.12,2.0,2.88,2.88,1.5,2.5,0.62,2.12,3.12,2.0,1.5,2.62,2.88,3.0,2.62,2.25,0.75,2.62,2.0,2.5,"Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers",Forest and Conservation Workers,Forest and Conservation Workers
45-4021.00,2.0,2.38,2.5,2.88,3.0,2.5,2.38,0.0,1.5,2.62,0.75,1.0,1.0,1.5,1.5,2.75,1.75,2.5,2.88,1.38,2.12,0.0,2.5,1.75,2.25,1.25,1.25,1.88,2.38,0.12,1.12,0.0,2.12,2.5,1.25,"Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers",Logging Workers,Fallers
45-4022.00,2.12,2.12,2.25,2.62,2.88,3.25,1.88,0.12,2.25,2.5,2.25,1.0,1.12,2.12,2.0,3.0,1.75,3.5,3.88,0.75,2.0,0.0,3.0,2.12,2.75,1.0,1.88,2.0,2.25,2.12,2.0,0.25,2.5,2.75,2.38,"Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers",Logging Workers,Logging Equipment Operators
45-4023.00,2.75,2.88,2.88,3.0,3.38,0.0,0.25,0.0,2.5,3.12,2.38,0.88,1.5,2.38,2.88,2.88,2.62,2.62,2.25,1.12,2.62,0.25,2.0,2.75,0.0,1.12,2.62,3.0,2.88,2.38,2.12,0.25,2.62,1.0,3.0,"Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers",Logging Workers,Log Graders and Scalers
47-1011.00,3.0,3.88,3.0,3.75,3.25,2.25,2.38,0.12,3.0,3.0,3.0,2.12,2.38,3.75,3.12,3.25,3.12,3.12,3.0,2.88,3.25,0.25,3.0,3.62,1.88,1.38,3.0,3.5,3.5,2.88,3.0,1.0,3.62,2.38,3.0,Construction and Extraction Occupations,Supervisors of Construction and Extraction Workers,First-Line Supervisors of Construction Trades and Extraction Workers,First-Line Supervisors of Construction Trades and Extraction Workers
47-1011.03,3.25,3.75,3.5,3.88,3.75,2.25,2.12,1.75,3.5,3.38,3.0,2.75,3.0,3.88,3.25,3.62,3.62,3.12,2.62,1.75,3.5,1.0,3.12,3.75,2.5,0.88,3.12,3.5,3.62,3.25,3.12,1.88,3.88,2.75,3.38,Construction and Extraction Occupations,Supervisors of Construction and Extraction Workers,First-Line Supervisors of Construction Trades and Extraction Workers,First-Line Supervisors of Construction Trades and Extraction Workers
47-2011.00,2.88,2.75,3.12,2.75,3.0,3.12,2.62,1.25,2.38,3.12,2.5,0.75,1.0,2.5,2.0,2.88,2.0,3.25,3.75,2.12,2.0,0.0,3.38,2.88,3.25,1.88,2.5,2.88,2.75,2.12,2.0,1.0,2.88,3.25,2.75,Construction and Extraction Occupations,Construction Trades Workers,Boilermakers,Boilermakers
47-2021.00,2.25,2.62,2.38,3.25,2.62,2.0,2.0,0.38,2.25,2.38,2.12,1.12,1.88,2.0,3.5,2.88,1.75,2.0,2.38,1.5,1.88,0.0,2.75,2.38,2.12,0.62,1.75,2.0,2.25,1.75,1.88,0.5,2.5,1.88,2.0,Construction and Extraction Occupations,Construction Trades Workers,"Brickmasons, Blockmasons, and Stonemasons",Brickmasons and Blockmasons
47-2022.00,2.62,3.0,2.88,3.5,3.0,1.88,2.0,0.0,2.62,2.5,2.38,1.38,1.88,2.25,2.62,2.75,2.62,2.38,2.62,1.62,2.62,0.0,2.75,2.5,2.0,0.75,2.62,2.25,2.62,2.25,2.38,1.12,2.75,2.0,2.62,Construction and Extraction Occupations,Construction Trades Workers,"Brickmasons, Blockmasons, and Stonemasons",Stonemasons
47-2031.01,2.75,2.88,2.62,3.38,3.12,2.0,2.62,1.75,2.62,2.88,2.38,1.5,2.0,2.38,2.75,3.0,2.12,2.75,2.62,2.0,2.38,0.0,3.0,2.88,2.5,0.75,2.5,2.5,2.75,2.25,2.0,1.62,2.88,2.62,2.5,Construction and Extraction Occupations,Construction Trades Workers,Carpenters,Carpenters
47-2031.02,2.75,2.75,2.75,3.62,3.12,2.12,1.5,1.25,2.88,2.88,2.5,0.88,1.38,2.5,3.12,2.88,2.62,2.88,2.75,0.5,2.62,0.0,2.62,2.88,2.38,0.0,2.62,2.5,2.75,2.25,2.25,1.0,2.88,2.62,2.62,Construction and Extraction Occupations,Construction Trades Workers,Carpenters,Carpenters
47-2041.00,2.12,2.12,2.75,3.12,2.88,1.62,2.0,0.62,2.62,2.5,2.62,0.88,1.5,1.88,3.38,2.88,1.75,2.12,2.12,1.5,1.88,0.0,2.62,2.25,1.62,0.0,2.88,2.25,2.25,1.88,1.88,1.0,2.38,1.88,1.75,Construction and Extraction Occupations,Construction Trades Workers,"Carpet, Floor, and Tile Installers and Finishers",Carpet Installers
47-2042.00,2.5,3.0,2.5,3.12,2.88,0.0,0.88,0.0,2.5,2.25,1.88,0.12,0.25,1.75,2.12,3.12,2.25,2.12,2.12,1.38,2.5,0.0,1.5,2.38,0.0,0.38,2.38,2.25,2.62,1.25,1.25,0.38,2.38,0.88,2.25,Construction and Extraction Occupations,Construction Trades Workers,"Carpet, Floor, and Tile Installers and Finishers","Floor Layers, Except Carpet, Wood, and Hard Tiles"
47-2043.00,2.38,2.5,2.5,2.88,2.38,2.0,1.5,0.0,2.12,2.38,1.88,0.38,0.38,1.75,1.12,2.75,1.5,2.62,2.62,0.62,1.5,0.0,2.38,2.25,1.75,0.38,2.12,2.25,2.38,1.12,1.25,0.5,2.5,2.12,1.88,Construction and Extraction Occupations,Construction Trades Workers,"Carpet, Floor, and Tile Installers and Finishers",Floor Sanders and Finishers
